index,event_name,assignment_1_label,assignment_1_shape,assignment_2_label,assignment_2_shape,central_location_flash,initial_fixation,inter_assignment_fixation,outcome,peripheral_location_flash,post_assignment_fixation,post_central_fixation,post_outcome_fixation,post_peripheral_fixation,response,test_sentence_1,test_sentence_2,test_sentence_3,test_sentence_4,test_sentence_5,onset_sec,trial_number,trial_block
5178,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,3759.148,26,9
5179,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,3759.548,26,9
5180,test_sentence_5,,,,,,,,,,,,,,0.4,,,,,0.0,3759.948,26,9
5181,response,,,,,,,,,,,,,,0.0,,,,,,3760.348,26,9
5182,initial_fixation,0.5,,,,,0.0,,,,,,,,,,,,,,3761.556,27,9
5183,assignment_1_label,0.0,1.004,,,,,,,,,,,,,,,,,,3762.056,27,9
5184,assignment_1_shape,,0.0,,,,,1.0,,,,,,,,,,,,,3763.06,27,9
5185,inter_assignment_fixation,,,1.0,,,,0.0,,,,,,,,,,,,,3764.06,27,9
5186,assignment_2_label,,,0.0,1.0,,,,,,,,,,,,,,,,3765.06,27,9
5187,assignment_2_shape,,,,0.0,,,,,,1.0,,,,,,,,,,3766.06,27,9
5188,post_assignment_fixation,,,,,1.0,,,,,0.0,,,,,,,,,,3767.06,27,9
5189,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,3768.06,27,9
5190,post_central_fixation,,,,,,,,,0.804,,0.0,,1.0,,,,,,,3769.06,27,9
5191,peripheral_location_flash,,,,,,,,,0.0,,,,0.196,,,,,,,3769.864,27,9
5192,post_peripheral_fixation,,,,,,,,0.812,-0.196,,,1.004,0.0,,,,,,,3770.06,27,9
5193,outcome,,,,,,,,0.0,,,,0.192,,,0.692,,,,,3770.872,27,9
5194,post_outcome_fixation,,,,,,,,-0.192,,,,0.0,,,0.5,0.9,,,,3771.064,27,9
5195,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.8,,,3771.564,27,9
5196,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,3771.964,27,9
5197,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,3772.364,27,9
5198,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,3772.764,27,9
5199,test_sentence_5,,,,,,0.908,,,,,,,,0.4,,,,,0.0,3773.164,27,9
5200,response,,,,,,0.508,,,,,,,,0.0,,,,,,3773.564,27,9
5201,initial_fixation,,0.5,,,,0.0,,,,,,,,,,,,,,3774.072,28,9
5202,assignment_1_shape,1.0,0.0,,,,,,,,,,,,,,,,,,3774.572,28,9
5203,assignment_1_label,0.0,,,,,,1.0,,,,,,,,,,,,,3775.572,28,9
5204,inter_assignment_fixation,,,,1.004,,,0.0,,,,,,,,,,,,,3776.572,28,9
5205,assignment_2_shape,,,1.0,0.0,,,,,,,,,,,,,,,,3777.576,28,9
5206,assignment_2_label,,,0.0,,,,,,,1.0,,,,,,,,,,3778.576,28,9
5207,post_assignment_fixation,,,,,1.0,,,,,0.0,,,,,,,,,,3779.576,28,9
5208,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,3780.576,28,9
5209,post_central_fixation,,,,,,,,,0.8,,0.0,,1.0,,,,,,,3781.576,28,9
5210,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.2,,,,,,,3782.376,28,9
5211,post_peripheral_fixation,,,,,,,,0.8,-0.2,,,1.0,0.0,,,,,,,3782.576,28,9
5212,outcome,,,,,,,,0.0,,,,0.2,,,0.704,,,,,3783.376,28,9
5213,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.504,0.9,,,,3783.576,28,9
5214,test_sentence_1,,,,,,,,,,,,,,,0.0,0.396,0.796,,,3784.08,28,9
5215,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,3784.476,28,9
5216,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,3784.876,28,9
5217,test_sentence_4,,,,,,,,,,,,,,0.804,,,,0.0,0.4,3785.276,28,9
5218,test_sentence_5,,,,,,,,,,,,,,0.404,,,,,0.0,3785.676,28,9
5219,response,,,,,,,,,,,,,,0.0,,,,,,3786.08,28,9
5220,initial_fixation,0.5,,,,,0.0,,,,,,,,,,,,,,3787.92,29,9
5221,assignment_1_label,0.0,1.0,,,,,,,,,,,,,,,,,,3788.42,29,9
5222,assignment_1_shape,,0.0,,,,,1.004,,,,,,,,,,,,,3789.42,29,9
5223,inter_assignment_fixation,,,1.0,,,,0.0,,,,,,,,,,,,,3790.424,29,9
5224,assignment_2_label,,,0.0,1.0,,,,,,,,,,,,,,,,3791.424,29,9
5225,assignment_2_shape,,,,0.0,,,,,,1.0,,,,,,,,,,3792.424,29,9
5226,post_assignment_fixation,,,,,1.0,,,,,0.0,,,,,,,,,,3793.424,29,9
5227,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,3794.424,29,9
5228,post_central_fixation,,,,,,,,,0.8,,0.0,,1.0,,,,,,,3795.424,29,9
5229,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.2,,,,,,,3796.224,29,9
5230,post_peripheral_fixation,,,,,,,,0.8,-0.2,,,1.0,0.0,,,,,,,3796.424,29,9
5231,outcome,,,,,,,,0.0,,,,0.2,,,0.704,,,,,3797.224,29,9
5232,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.504,0.9,,,,3797.424,29,9
5233,test_sentence_1,,,,,,,,,,,,,,,0.0,0.396,0.796,,,3797.928,29,9
5234,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.804,,3798.324,29,9
5235,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.404,0.804,3798.724,29,9
5236,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,3799.128,29,9
5237,test_sentence_5,,,,,,,,,,,,,,0.4,,,,,0.0,3799.528,29,9
5238,response,,,,,,0.78,,,,,,,,0.0,,,,,,3799.928,29,9
5239,initial_fixation,,0.504,,,,0.0,,,,,,,,,,,,,,3800.708,30,9
5240,assignment_1_shape,1.0,0.0,,,,,,,,,,,,,,,,,,3801.212,30,9
5241,assignment_1_label,0.0,,,,,,1.0,,,,,,,,,,,,,3802.212,30,9
5242,inter_assignment_fixation,,,,1.0,,,0.0,,,,,,,,,,,,,3803.212,30,9
5243,assignment_2_shape,,,1.0,0.0,,,,,,,,,,,,,,,,3804.212,30,9
5244,assignment_2_label,,,0.0,,,,,,,1.0,,,,,,,,,,3805.212,30,9
5245,post_assignment_fixation,,,,,1.0,,,,,0.0,,,,,,,,,,3806.212,30,9
5246,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,3807.212,30,9
5247,post_central_fixation,,,,,,,,,0.804,,0.0,,1.0,,,,,,,3808.212,30,9
5248,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.196,,,,,,,3809.016,30,9
5249,post_peripheral_fixation,,,,,,,,0.804,-0.196,,,1.0,0.0,,,,,,,3809.212,30,9
5250,outcome,,,,,,,,0.0,,,,0.196,,,0.7,,,,,3810.016,30,9
5251,post_outcome_fixation,,,,,,,,-0.196,,,,0.0,,,0.504,0.904,,,,3810.212,30,9
5252,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.8,,,3810.716,30,9
5253,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,3811.116,30,9
5254,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,3811.516,30,9
5255,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,3811.916,30,9
5256,test_sentence_5,,,,,,,,,,,,,,0.4,,,,,0.0,3812.316,30,9
5257,response,,,,,,0.684,,,,,,,,0.0,,,,,,3812.716,30,9
5258,initial_fixation,0.5,,,,,0.0,,,,,,,,,,,,,,3813.4,31,9
5259,assignment_1_label,0.0,1.0,,,,,,,,,,,,,,,,,,3813.9,31,9
5260,assignment_1_shape,,0.0,,,,,1.0,,,,,,,,,,,,,3814.9,31,9
5261,inter_assignment_fixation,,,1.0,,,,0.0,,,,,,,,,,,,,3815.9,31,9
5262,assignment_2_label,,,0.0,1.0,,,,,,,,,,,,,,,,3816.9,31,9
5263,assignment_2_shape,,,,0.0,,,,,,1.0,,,,,,,,,,3817.9,31,9
5264,post_assignment_fixation,,,,,1.004,,,,,0.0,,,,,,,,,,3818.9,31,9
5265,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,3819.904,31,9
5266,post_central_fixation,,,,,,,,,0.8,,0.0,,1.0,,,,,,,3820.904,31,9
5267,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.2,,,,,,,3821.704,31,9
5268,post_peripheral_fixation,,,,,,,,0.8,-0.2,,,1.0,0.0,,,,,,,3821.904,31,9
5269,outcome,,,,,,,,0.0,,,,0.2,,,0.7,,,,,3822.704,31,9
5270,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.5,0.9,,,,3822.904,31,9
5271,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.8,,,3823.404,31,9
5272,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,3823.804,31,9
5273,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,3824.204,31,9
5274,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,3824.604,31,9
5275,test_sentence_5,,,,,,,,,,,,,,0.4,,,,,0.0,3825.004,31,9
5276,response,,,,,,0.768,,,,,,,,0.0,,,,,,3825.404,31,9
5277,initial_fixation,,0.5,,,,0.0,,,,,,,,,,,,,,3826.172,32,9
5278,assignment_1_shape,1.0,0.0,,,,,,,,,,,,,,,,,,3826.672,32,9
5279,assignment_1_label,0.0,,,,,,1.0,,,,,,,,,,,,,3827.672,32,9
5280,inter_assignment_fixation,,,,1.0,,,0.0,,,,,,,,,,,,,3828.672,32,9
5281,assignment_2_shape,,,1.0,0.0,,,,,,,,,,,,,,,,3829.672,32,9
5282,assignment_2_label,,,0.0,,,,,,,1.0,,,,,,,,,,3830.672,32,9
5283,post_assignment_fixation,,,,,1.004,,,,,0.0,,,,,,,,,,3831.672,32,9
5284,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,3832.676,32,9
5285,post_central_fixation,,,,,,,,,0.8,,0.0,,1.0,,,,,,,3833.676,32,9
5286,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.2,,,,,,,3834.476,32,9
5287,post_peripheral_fixation,,,,,,,,0.8,-0.2,,,1.0,0.0,,,,,,,3834.676,32,9
5288,outcome,,,,,,,,0.0,,,,0.2,,,0.7,,,,,3835.476,32,9
5289,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.5,0.9,,,,3835.676,32,9
5290,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.8,,,3836.176,32,9
5291,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,3836.576,32,9
5292,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,3836.976,32,9
5293,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,3837.376,32,9
5294,test_sentence_5,,,,,,,,,,,,,,0.4,,,,,0.0,3837.776,32,9
5295,response,,,,,,,,,,,,,,0.0,,,,,,3838.176,32,9
5296,initial_fixation,0.5,,,,,0.0,,,,,,,,,,,,,,3862.26,1,10
5297,assignment_1_label,0.0,1.0,,,,,,,,,,,,,,,,,,3862.76,1,10
5298,assignment_1_shape,,0.0,,,,,1.0,,,,,,,,,,,,,3863.76,1,10
5299,inter_assignment_fixation,,,1.0,,,,0.0,,,,,,,,,,,,,3864.76,1,10
5300,assignment_2_label,,,0.0,1.0,,,,,,,,,,,,,,,,3865.76,1,10
5301,assignment_2_shape,,,,0.0,,,,,,1.0,,,,,,,,,,3866.76,1,10
5302,post_assignment_fixation,,,,,1.004,,,,,0.0,,,,,,,,,,3867.76,1,10
5303,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,3868.764,1,10
5304,post_central_fixation,,,,,,,,,0.8,,0.0,,1.0,,,,,,,3869.764,1,10
5305,peripheral_location_flash,,,,,,,,,0.0,,,,0.2,,,,,,,3870.564,1,10
5306,post_peripheral_fixation,,,,,,,,0.808,-0.2,,,1.0,0.0,,,,,,,3870.764,1,10
5307,outcome,,,,,,,,0.0,,,,0.192,,,0.692,,,,,3871.572,1,10
5308,post_outcome_fixation,,,,,,,,-0.192,,,,0.0,,,0.5,0.9,,,,3871.764,1,10
5309,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.8,,,3872.264,1,10
5310,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,3872.664,1,10
5311,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,3873.064,1,10
5312,test_sentence_4,,,,,,,,,,,,,,0.808,,,,0.0,0.4,3873.464,1,10
5313,test_sentence_5,,,,,,,,,,,,,,0.408,,,,,0.0,3873.864,1,10
5314,response,,,,,,,,,,,,,,0.0,,,,,,3874.272,1,10
5315,initial_fixation,,0.5,,,,0.0,,,,,,,,,,,,,,3876.352,2,10
5316,assignment_1_shape,0.996,0.0,,,,,,,,,,,,,,,,,,3876.852,2,10
5317,assignment_1_label,0.0,,,,,,1.004,,,,,,,,,,,,,3877.848,2,10
5318,inter_assignment_fixation,,,,1.0,,,0.0,,,,,,,,,,,,,3878.852,2,10
5319,assignment_2_shape,,,1.0,0.0,,,,,,,,,,,,,,,,3879.852,2,10
5320,assignment_2_label,,,0.0,,,,,,,1.0,,,,,,,,,,3880.852,2,10
5321,post_assignment_fixation,,,,,1.004,,,,,0.0,,,,,,,,,,3881.852,2,10
5322,central_location_flash,,,,,0.0,,,,,,0.996,,,,,,,,,3882.856,2,10
5323,post_central_fixation,,,,,,,,,0.804,,0.0,,1.0,,,,,,,3883.852,2,10
5324,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.196,,,,,,,3884.656,2,10
5325,post_peripheral_fixation,,,,,,,,0.804,-0.196,,,1.004,0.0,,,,,,,3884.852,2,10
5326,outcome,,,,,,,,0.0,,,,0.2,,,0.7,,,,,3885.656,2,10
5327,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.5,0.896,,,,3885.856,2,10
5328,test_sentence_1,,,,,,,,,,,,,,,0.0,0.396,0.8,,,3886.356,2,10
5329,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.404,0.804,,3886.752,2,10
5330,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,3887.156,2,10
5331,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,3887.556,2,10
5332,test_sentence_5,,,,,,0.884,,,,,,,,0.4,,,,,0.0,3887.956,2,10
5333,response,0.984,,,,,0.484,,,,,,,,0.0,,,,,,3888.356,2,10
5334,initial_fixation,0.5,,,,,0.0,,,,,,,,,,,,,,3888.84,3,10
5335,assignment_1_label,0.0,1.0,,,,,,,,,,,,,,,,,,3889.34,3,10
5336,assignment_1_shape,,0.0,,,,,1.0,,,,,,,,,,,,,3890.34,3,10
5337,inter_assignment_fixation,,,1.0,,,,0.0,,,,,,,,,,,,,3891.34,3,10
5338,assignment_2_label,,,0.0,1.0,,,,,,,,,,,,,,,,3892.34,3,10
5339,assignment_2_shape,,,,0.0,,,,,,1.0,,,,,,,,,,3893.34,3,10
5340,post_assignment_fixation,,,,,1.004,,,,,0.0,,,,,,,,,,3894.34,3,10
5341,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,3895.344,3,10
5342,post_central_fixation,,,,,,,,,0.8,,0.0,,1.0,,,,,,,3896.344,3,10
5343,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.2,,,,,,,3897.144,3,10
5344,post_peripheral_fixation,,,,,,,,0.8,-0.2,,,1.0,0.0,,,,,,,3897.344,3,10
5345,outcome,,,,,,,,0.0,,,,0.2,,,0.7,,,,,3898.144,3,10
5346,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.5,0.9,,,,3898.344,3,10
5347,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.8,,,3898.844,3,10
5348,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,3899.244,3,10
5349,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,3899.644,3,10
5350,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,3900.044,3,10
5351,test_sentence_5,,,,,,0.668,,,,,,,,0.4,,,,,0.0,3900.444,3,10
5352,response,,0.76,,,,0.268,,,,,,,,0.0,,,,,,3900.844,3,10
5353,initial_fixation,,0.492,,,,0.0,,,,,,,,,,,,,,3901.112,4,10
5354,assignment_1_shape,1.0,0.0,,,,,,,,,,,,,,,,,,3901.604,4,10
5355,assignment_1_label,0.0,,,,,,,,,,,,,,,,,,,3902.604,4,10
5356,inter_assignment_fixation,,,,1.0,,,0.0,,,,,,,,,,,,,3903.612,4,10
5357,assignment_2_shape,,,1.0,0.0,,,,,,,,,,,,,,,,3904.612,4,10
5358,assignment_2_label,,,0.0,,,,,,,1.004,,,,,,,,,,3905.612,4,10
5359,post_assignment_fixation,,,,,1.0,,,,,0.0,,,,,,,,,,3906.616,4,10
5360,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,3907.616,4,10
5361,post_central_fixation,,,,,,,,,0.8,,0.0,,1.0,,,,,,,3908.616,4,10
5362,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.2,,,,,,,3909.416,4,10
5363,post_peripheral_fixation,,,,,,,,0.8,-0.2,,,1.0,0.0,,,,,,,3909.616,4,10
5364,outcome,,,,,,,,0.0,,,,0.2,,,0.7,,,,,3910.416,4,10
5365,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.5,0.9,,,,3910.616,4,10
5366,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.8,,,3911.116,4,10
5367,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,3911.516,4,10
5368,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,3911.916,4,10
5369,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,3912.316,4,10
5370,test_sentence_5,,,,,,0.892,,,,,,,,0.4,,,,,0.0,3912.716,4,10
5371,response,0.992,,,,,0.492,,,,,,,,0.0,,,,,,3913.116,4,10
5372,initial_fixation,0.5,,,,,0.0,,,,,,,,,,,,,,3913.608,5,10
5373,assignment_1_label,0.0,1.0,,,,,,,,,,,,,,,,,,3914.108,5,10
5374,assignment_1_shape,,0.0,,,,,1.0,,,,,,,,,,,,,3915.108,5,10
5375,inter_assignment_fixation,,,1.0,,,,0.0,,,,,,,,,,,,,3916.108,5,10
5376,assignment_2_label,,,0.0,1.004,,,,,,,,,,,,,,,,3917.108,5,10
5377,assignment_2_shape,,,,0.0,,,,,,1.0,,,,,,,,,,3918.112,5,10
5378,post_assignment_fixation,,,,,1.0,,,,,0.0,,,,,,,,,,3919.112,5,10
5379,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,3920.112,5,10
5380,post_central_fixation,,,,,,,,,0.8,,0.0,,1.0,,,,,,,3921.112,5,10
5381,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.2,,,,,,,3921.912,5,10
5382,post_peripheral_fixation,,,,,,,,0.8,-0.2,,,1.0,0.0,,,,,,,3922.112,5,10
5383,outcome,,,,,,,,0.0,,,,0.2,,,0.704,,,,,3922.912,5,10
5384,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.504,0.9,,,,3923.112,5,10
5385,test_sentence_1,,,,,,,,,,,,,,,0.0,0.396,0.796,,,3923.616,5,10
5386,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.804,,3924.012,5,10
5387,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.404,0.804,3924.412,5,10
5388,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,3924.816,5,10
5389,test_sentence_5,,,,,,0.864,,,,,,,,0.4,,,,,0.0,3925.216,5,10
5390,response,0.964,,,,,0.464,,,,,,,,0.0,,,,,,3925.616,5,10
5391,initial_fixation,0.5,,,,,0.0,,,,,,,,,,,,,,3926.08,6,10
5392,assignment_1_label,0.0,1.0,,,,,,,,,,,,,,,,,,3926.58,6,10
5393,assignment_1_shape,,0.0,,,,,1.0,,,,,,,,,,,,,3927.58,6,10
5394,inter_assignment_fixation,,,1.004,,,,0.0,,,,,,,,,,,,,3928.58,6,10
5395,assignment_2_label,,,0.0,1.0,,,,,,,,,,,,,,,,3929.584,6,10
5396,assignment_2_shape,,,,0.0,,,,,,1.0,,,,,,,,,,3930.584,6,10
5397,post_assignment_fixation,,,,,1.0,,,,,0.0,,,,,,,,,,3931.584,6,10
5398,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,3932.584,6,10
5399,post_central_fixation,,,,,,,,,0.8,,0.0,,1.0,,,,,,,3933.584,6,10
5400,peripheral_location_flash,,,,,,,,1.004,0.0,,,,0.2,,,,,,,3934.384,6,10
5401,post_peripheral_fixation,,,,,,,,0.804,-0.2,,,1.004,0.0,,,,,,,3934.584,6,10
5402,outcome,,,,,,,,0.0,,,,0.2,,,0.7,,,,,3935.388,6,10
5403,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.5,0.896,,,,3935.588,6,10
5404,test_sentence_1,,,,,,,,,,,,,,,0.0,0.396,0.796,,,3936.088,6,10
5405,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.804,,3936.484,6,10
5406,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.404,0.804,3936.884,6,10
5407,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,3937.288,6,10
5408,test_sentence_5,,,,,,,,,,,,,,0.4,,,,,0.0,3937.688,6,10
5409,response,,,,,,,,,,,,,,0.0,,,,,,3938.088,6,10
5410,initial_fixation,0.5,,,,,0.0,,,,,,,,,,,,,,3939.912,7,10
5411,assignment_1_label,0.0,1.0,,,,,,,,,,,,,,,,,,3940.412,7,10
5412,assignment_1_shape,,0.0,,,,,1.0,,,,,,,,,,,,,3941.412,7,10
5413,inter_assignment_fixation,,,1.004,,,,0.0,,,,,,,,,,,,,3942.412,7,10
5414,assignment_2_label,,,0.0,1.0,,,,,,,,,,,,,,,,3943.416,7,10
5415,assignment_2_shape,,,,0.0,,,,,,1.0,,,,,,,,,,3944.416,7,10
5416,post_assignment_fixation,,,,,1.0,,,,,0.0,,,,,,,,,,3945.416,7,10
5417,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,3946.416,7,10
5418,post_central_fixation,,,,,,,,,0.8,,0.0,,1.0,,,,,,,3947.416,7,10
5419,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.2,,,,,,,3948.216,7,10
5420,post_peripheral_fixation,,,,,,,,0.8,-0.2,,,1.0,0.0,,,,,,,3948.416,7,10
5421,outcome,,,,,,,,0.0,,,,0.2,,,0.704,,,,,3949.216,7,10
5422,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.504,0.9,,,,3949.416,7,10
5423,test_sentence_1,,,,,,,,,,,,,,,0.0,0.396,0.8,,,3949.92,7,10
5424,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.404,0.804,,3950.316,7,10
5425,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,3950.72,7,10
5426,test_sentence_4,,,,,,,,,,,,,,0.796,,,,0.0,0.4,3951.12,7,10
5427,test_sentence_5,,,,,,,,,,,,,,0.396,,,,,0.0,3951.52,7,10
5428,response,,,,,,0.752,,,,,,,,0.0,,,,,,3951.916,7,10
5429,initial_fixation,,0.504,,,,0.0,,,,,,,,,,,,,,3952.668,8,10
5430,assignment_1_shape,1.0,0.0,,,,,,,,,,,,,,,,,,3953.172,8,10
5431,assignment_1_label,0.0,,,,,,1.0,,,,,,,,,,,,,3954.172,8,10
5432,inter_assignment_fixation,,,,1.0,,,0.0,,,,,,,,,,,,,3955.172,8,10
5433,assignment_2_shape,,,1.0,0.0,,,,,,,,,,,,,,,,3956.172,8,10
5434,assignment_2_label,,,0.0,,,,,,,1.0,,,,,,,,,,3957.172,8,10
5435,post_assignment_fixation,,,,,1.0,,,,,0.0,,,,,,,,,,3958.172,8,10
5436,central_location_flash,,,,,0.0,,,,,,1.0,,,,,,,,,3959.172,8,10
5437,post_central_fixation,,,,,,,,,0.8,,0.0,,1.0,,,,,,,3960.172,8,10
5438,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.2,,,,,,,3960.972,8,10
5439,post_peripheral_fixation,,,,,,,,0.8,-0.2,,,1.0,0.0,,,,,,,3961.172,8,10
5440,outcome,,,,,,,,0.0,,,,0.2,,,0.704,,,,,3961.972,8,10
5441,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.504,0.904,,,,3962.172,8,10
5442,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.796,,,3962.676,8,10
5443,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.396,0.796,,3963.076,8,10
5444,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,3963.472,8,10
5445,test_sentence_4,,,,,,,,,,,,,,0.804,,,,0.0,0.4,3963.872,8,10
5446,test_sentence_5,,,,,,,,,,,,,,0.404,,,,,0.0,3964.272,8,10
5447,response,,,,,,0.676,,,,,,,,0.0,,,,,,3964.676,8,10
5448,initial_fixation,0.5,,,,,0.0,,,,,,,,,,,,,,3965.352,9,10
5449,assignment_1_label,0.0,1.0,,,,,,,,,,,,,,,,,,3965.852,9,10
5450,assignment_1_shape,,0.0,,,,,1.0,,,,,,,,,,,,,3966.852,9,10
5451,inter_assignment_fixation,,,1.0,,,,0.0,,,,,,,,,,,,,3967.852,9,10
5452,assignment_2_label,,,0.0,1.0,,,,,,,,,,,,,,,,3968.852,9,10
5453,assignment_2_shape,,,,0.0,,,,,,1.0,,,,,,,,,,3969.852,9,10
5454,post_assignment_fixation,,,,,1.004,,,,,0.0,,,,,,,,,,3970.852,9,10
5455,central_location_flash,,,,,0.0,,,,,,0.996,,,,,,,,,3971.856,9,10
5456,post_central_fixation,,,,,,,,,0.804,,0.0,,1.004,,,,,,,3972.852,9,10
5457,peripheral_location_flash,,,,,,,,1.0,0.0,,,,0.2,,,,,,,3973.656,9,10
5458,post_peripheral_fixation,,,,,,,,0.8,-0.2,,,1.0,0.0,,,,,,,3973.856,9,10
5459,outcome,,,,,,,,0.0,,,,0.2,,,0.7,,,,,3974.656,9,10
5460,post_outcome_fixation,,,,,,,,-0.2,,,,0.0,,,0.5,0.9,,,,3974.856,9,10
5461,test_sentence_1,,,,,,,,,,,,,,,0.0,0.4,0.8,,,3975.356,9,10
5462,test_sentence_2,,,,,,,,,,,,,,,,0.0,0.4,0.8,,3975.756,9,10
5463,test_sentence_3,,,,,,,,,,,,,,,,,0.0,0.4,0.8,3976.156,9,10
5464,test_sentence_4,,,,,,,,,,,,,,0.8,,,,0.0,0.4,3976.556,9,10
5465,test_sentence_5,,,,,,,,,,,,,,0.4,,,,,0.0,3976.956,9,10
5466,response,,,,,,0.792,,,,,,,,0.0,,,,,,3977.356,9,10
5467,initial_fixation,0.5,,,,,0.0,,,,,,,,,,,,,,3978.148,10,10
5468,assignment_1_label,0.0,1.0,,,,,,,,,,,,,,,,,,3978.648,10,10
5469,assignment_1_shape,,0.0,,,,,1.0,,,,,,,,,,,,,3979.648,10,10
5470,inter_assignment_fixation,,,1.0,,,,0.0,,,,,,,,,,,,,3980.648,10,10
5471,assignment_2_label,,,0.0,1.0,,,,,,,,,,,,,,,,3981.648,10,10
